Register Field Name,CSV Field Name,API Field Name,HESA Alignment,Code,Label,Data Source,Academic Year,Status
Awarding Institution,Awarding Institution,institution,DEGEST,1186,Joseph Chamberlain Sixth Form College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1187,EKC GROUP,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1188,Bexhill College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1189,Morley College Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1190,West Suffolk College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1191,North Shropshire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1192,Bracknell and Wokingham College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1193,Prospects College of Advanced Technology,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1194,Easton and Otley College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1195,Itchen College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,2001,Institute of Psychiatry (associated with King's College London),HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,7004,Medway School of Pharmacy,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,7005,Hull York Medical School,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,7006,Brighton and Sussex Medical School,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,7007,University of London Institute in Paris,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,7008,Peninsula College of Medicine and Dentistry,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,7009,European School of Osteopathy,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,9065,Council for National Academic Awards,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0001,The Open University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0002,Cranfield University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0003,Royal College of Art,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0004,The College of Guidance Studies,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0006,The Royal College of Nursing,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0007,Bishop Grosseteste University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0008,Bretton Hall College of HE,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0009,Buckinghamshire New University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0010,The Royal Central School of Speech and Drama,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0011,University of Chester,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0012,Canterbury Christ Church University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0013,York St John University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0014,University of St Mark and St John,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0015,Dartington College of Arts,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0016,Edge Hill University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0017,Falmouth University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0018,Harper Adams University,HESA,25/26,No Change
